artist,album_title,track_title,track_n,lyric,line
the beatles,please please me,I Saw Her Standing There,1,"1, 2, 3, 4!",1
the beatles,please please me,I Saw Her Standing There,1,"Well, she was just 17",2
the beatles,please please me,I Saw Her Standing There,1,And you know what I mean,3
the beatles,please please me,I Saw Her Standing There,1,And the way she looked,4
the beatles,please please me,I Saw Her Standing There,1,Was way beyond compare,5
the beatles,please please me,I Saw Her Standing There,1,So how could I dance with another (Ooh),6
the beatles,please please me,I Saw Her Standing There,1,When I saw her standing there?,7
the beatles,please please me,I Saw Her Standing There,1,"Well, she looked at me",8
the beatles,please please me,I Saw Her Standing There,1,"And I, I could see",9
the beatles,please please me,I Saw Her Standing There,1,That before too long,10
the beatles,please please me,I Saw Her Standing There,1,I'd fall in love with her,11
the beatles,please please me,I Saw Her Standing There,1,She wouldn't dance with another (Woo),12
the beatles,please please me,I Saw Her Standing There,1,When I saw her standing there,13
the beatles,please please me,I Saw Her Standing There,1,"Well, my heart went ""boom""",14
the beatles,please please me,I Saw Her Standing There,1,When I crossed that room,15
the beatles,please please me,I Saw Her Standing There,1,And I held her hand in mine,16
the beatles,please please me,I Saw Her Standing There,1,"Well, we danced through the night",17
the beatles,please please me,I Saw Her Standing There,1,And we held each other tight,18
the beatles,please please me,I Saw Her Standing There,1,And before too long I fell in love with her,19
the beatles,please please me,I Saw Her Standing There,1,"Now, I'll never dance with another (Woo)",20
the beatles,please please me,I Saw Her Standing There,1,When I saw her standing there,21
the beatles,please please me,I Saw Her Standing There,1,"Well, my heart went ""boom""",22
the beatles,please please me,I Saw Her Standing There,1,When I crossed that room,23
the beatles,please please me,I Saw Her Standing There,1,And I held her hand in mine,24
the beatles,please please me,I Saw Her Standing There,1,"Oh, we danced through the night",25
the beatles,please please me,I Saw Her Standing There,1,And we held each other tight,26
the beatles,please please me,I Saw Her Standing There,1,And before too long,27
the beatles,please please me,I Saw Her Standing There,1,I fell in love with her,28
the beatles,please please me,I Saw Her Standing There,1,Now I'll never dance with another (Woo),29
the beatles,please please me,I Saw Her Standing There,1,Since I saw her standing there,30
the beatles,please please me,I Saw Her Standing There,1,"Oh, since I saw her standing there",31
the beatles,please please me,I Saw Her Standing There,1,"Yeah, well, since I saw her standing there",32
the beatles,please please me,Misery,2,"The world is treating me bad, misery",1
the beatles,please please me,Misery,2,I'm the kind of guy,2
the beatles,please please me,Misery,2,Who never used to cry,3
the beatles,please please me,Misery,2,"The world is treating me bad, misery",4
the beatles,please please me,Misery,2,I've lost her now for sure,5
the beatles,please please me,Misery,2,I won't see her no more,6
the beatles,please please me,Misery,2,"It's going to be a drag, misery",7
the beatles,please please me,Misery,2,I'll remember all the little things we've done,8
the beatles,please please me,Misery,2,"Can't she see she'll always be the only one, only one",9
the beatles,please please me,Misery,2,Send her back to me,10
the beatles,please please me,Misery,2,Cause everyone can see,11
the beatles,please please me,Misery,2,Without her I will be in misery,12
the beatles,please please me,Misery,2,I'll remember all the little things we've done,13
the beatles,please please me,Misery,2,"She'll remember and she'll miss her only one, lonely one",14
the beatles,please please me,Misery,2,Send her back to me,15
the beatles,please please me,Misery,2,Cause everyone can see,16
the beatles,please please me,Misery,2,Without her I will be in misery (oh oh oh),17
the beatles,please please me,Misery,2,In misery (ooh ee ooh ooh),18
the beatles,please please me,Misery,2,My misery (la la la la la la),19
the beatles,please please me,Anna (Go To Him),3,Anna,1
the beatles,please please me,Anna (Go To Him),3,"You come and ask me, girl",2
the beatles,please please me,Anna (Go To Him),3,"To set you free, girl",3
the beatles,please please me,Anna (Go To Him),3,You say he loves you more than me,4
the beatles,please please me,Anna (Go To Him),3,So I will set you free,5
the beatles,please please me,Anna (Go To Him),3,Go with him,6
the beatles,please please me,Anna (Go To Him),3,Go with him,7
the beatles,please please me,Anna (Go To Him),3,Anna,8
the beatles,please please me,Anna (Go To Him),3,"Girl, before you go now",9
the beatles,please please me,Anna (Go To Him),3,"I want you to know, now",10
the beatles,please please me,Anna (Go To Him),3,That I still love you so,11
the beatles,please please me,Anna (Go To Him),3,But if he loves you more,12
the beatles,please please me,Anna (Go To Him),3,Go with him,13
the beatles,please please me,Anna (Go To Him),3,All of my life,14
the beatles,please please me,Anna (Go To Him),3,I've been searching for a girl,15
the beatles,please please me,Anna (Go To Him),3,To love me like I love you,16
the beatles,please please me,Anna (Go To Him),3,"Oh, now, but every girl I've ever had",17
the beatles,please please me,Anna (Go To Him),3,Breaks my heart and leaves my sad,18
the beatles,please please me,Anna (Go To Him),3,"What am I, what am I supposed to do",19
the beatles,please please me,Anna (Go To Him),3,Anna,20
the beatles,please please me,Anna (Go To Him),3,"Just one more thing, girl",21
the beatles,please please me,Anna (Go To Him),3,"You give back your ring to me, and I will set you free",22
the beatles,please please me,Anna (Go To Him),3,Go with him,23
the beatles,please please me,Anna (Go To Him),3,All of my life,24
the beatles,please please me,Anna (Go To Him),3,I've been searching for a girl,25
the beatles,please please me,Anna (Go To Him),3,To love me like I love you,26
the beatles,please please me,Anna (Go To Him),3,But let me tell you now,27
the beatles,please please me,Anna (Go To Him),3,But every girl I've ever had,28
the beatles,please please me,Anna (Go To Him),3,Breaks my heart and leave me sad,29
the beatles,please please me,Anna (Go To Him),3,"What am I, what am I supposed to do ohh",30
the beatles,please please me,Anna (Go To Him),3,Anna,31
the beatles,please please me,Anna (Go To Him),3,"Just one more thing, girl",32
the beatles,please please me,Anna (Go To Him),3,"You give back your ring to me, and I will set you free",33
the beatles,please please me,Anna (Go To Him),3,Go with him,34
the beatles,please please me,Anna (Go To Him),3,Go with him,35
the beatles,please please me,Anna (Go To Him),3,"You can go with him, girl",36
the beatles,please please me,Anna (Go To Him),3,Go with him,37
the beatles,please please me,Chains,4,"Chains, my baby's got me locked up in chains",1
the beatles,please please me,Chains,4,And they ain't the kind that you can see,2
the beatles,please please me,Chains,4,"Whoa, oh, these chains of love got a hold on me, yeah",3
the beatles,please please me,Chains,4,"Chains, well I can't break away from these chains",4
the beatles,please please me,Chains,4,"Can't run around, 'cause I'm not free",5
the beatles,please please me,Chains,4,"Whoa, oh, these chains of love won't let me be, yeah",6
the beatles,please please me,Chains,4,"I wanna tell you, pretty baby",7
the beatles,please please me,Chains,4,I think you're fine,8
the beatles,please please me,Chains,4,I'd like to love you,9
the beatles,please please me,Chains,4,"But, darling, I'm imprisoned by these",10
the beatles,please please me,Chains,4,"Chains, my baby's got me locked up in chains",11
the beatles,please please me,Chains,4,And they ain't the kind that you can see,12
the beatles,please please me,Chains,4,"Whoa, oh, these chains of love got a hold on me, yeah",13
the beatles,please please me,Chains,4,Please believe me when I tell you,14
the beatles,please please me,Chains,4,Your lips are sweet,15
the beatles,please please me,Chains,4,I'd like to kiss them,16
the beatles,please please me,Chains,4,But I can't break away from all of these,17
the beatles,please please me,Chains,4,"Chains, my baby's got me locked up in chains",18
the beatles,please please me,Chains,4,And they ain't the kind that you can see,19
the beatles,please please me,Chains,4,"Whoa, oh, these chains of love got a hold on me, yeah",20
the beatles,please please me,Chains,4,"Chains, chains of love",21
the beatles,please please me,Boys,5,I been told when a boy kiss a girl,1
the beatles,please please me,Boys,5,Take a trip around the world,2
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",3
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",4
the beatles,please please me,Boys,5,"Hey, hey, (Bop shuop) yeah, she say ya do (Bop shuop)",5
the beatles,please please me,Boys,5,My girl says when I kiss her lips,6
the beatles,please please me,Boys,5,Gets a thrill through her fingertips,7
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",8
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",9
the beatles,please please me,Boys,5,"Hey, hey, (Bop shuop) yeah, she say ya do (Bop shuop)",10
the beatles,please please me,Boys,5,"Well, I talk about boys (yeah, yeah, boys)",11
the beatles,please please me,Boys,5,"Don't ya know I mean boys (yeah, yeah, boys)",12
the beatles,please please me,Boys,5,"Well, I talk about boys, now (yeah, yeah, boys)",13
the beatles,please please me,Boys,5,"Aaahhh, boys (yeah, yeah, boys)",14
the beatles,please please me,Boys,5,"Well, I talk about boys, now (yeah, yeah, boys)",15
the beatles,please please me,Boys,5,"What a bundle of joy! (yeah, yeah, boys)",16
the beatles,please please me,Boys,5,"(Alright, George!)",17
the beatles,please please me,Boys,5,My girl says when I kiss her lips,18
the beatles,please please me,Boys,5,Gets a thrill through her fingertips,19
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",20
the beatles,please please me,Boys,5,"Hey, hey (Bop shuop, m'bop bop shuop)",21
the beatles,please please me,Boys,5,"Hey, hey, (Bop shuop) yeah, she say ya do (Bop shuop)",22
the beatles,please please me,Boys,5,"Well, I talk about boys (yeah, yeah, boys)",23
the beatles,please please me,Boys,5,"Don't ya know I mean boys (yeah, yeah, boys)",24
the beatles,please please me,Boys,5,"Well, I talk about boys, now (yeah, yeah, boys)",25
the beatles,please please me,Boys,5,"Aaahhh (yeah, yeah, boys)",26
the beatles,please please me,Boys,5,"Well, I talk about boys, now (yeah, yeah, boys)",27
the beatles,please please me,Boys,5,"What a bundle of joy! (yeah, yeah, boys)",28
the beatles,please please me,Boys,5,"Oh, oh, ah yeah boys (yeah, yeah, boys)",29
the beatles,please please me,Boys,5,"Don't ya know I mean boys? (yeah, yeah, boys)",30
the beatles,please please me,Boys,5,"Ooh, boys (yeah, yeah, boys)",31
the beatles,please please me,Boys,5,"Ah ha (yeah, yeah, boys)",32
the beatles,please please me,Boys,5,"Well I talk about boys now (yeah, yeah, boys)",33
the beatles,please please me,Ask Me Why,6,"I love you, because you tell me things I want to know",1
the beatles,please please me,Ask Me Why,6,And it's true that it really only goes to show,2
the beatles,please please me,Ask Me Why,6,That I know,3
the beatles,please please me,Ask Me Why,6,"That I, I, I, I",4
the beatles,please please me,Ask Me Why,6,"Should never, never, never be blue",5
the beatles,please please me,Ask Me Why,6,"Now you're mine, my happiness still makes me cry",6
the beatles,please please me,Ask Me Why,6,"And in time, you'll understand the reason why",7
the beatles,please please me,Ask Me Why,6,If I cry,8
the beatles,please please me,Ask Me Why,6,It's not because I'm sad,9
the beatles,please please me,Ask Me Why,6,But you're the only love that I've ever had,10
the beatles,please please me,Ask Me Why,6,I can't believe it's happened to me,11
the beatles,please please me,Ask Me Why,6,I can't conceive of any more misery,12
the beatles,please please me,Ask Me Why,6,"Ask me why, I'll say I love you",13
the beatles,please please me,Ask Me Why,6,And I'm always thinking of you,14
the beatles,please please me,Ask Me Why,6,"I love you, because you tell me things I want to know",15
the beatles,please please me,Ask Me Why,6,And it's true that it really only goes to show,16
the beatles,please please me,Ask Me Why,6,That I know,17
the beatles,please please me,Ask Me Why,6,"That I, I, I, I",18
the beatles,please please me,Ask Me Why,6,"Should never, never, never be blue",19
the beatles,please please me,Ask Me Why,6,"Ask me why, I'll say I love you",20
the beatles,please please me,Ask Me Why,6,And I'm always thinking of you,21
the beatles,please please me,Ask Me Why,6,I can't believe it's happened to me,22
the beatles,please please me,Ask Me Why,6,I can't conceive of any more misery,23
the beatles,please please me,Ask Me Why,6,"Ask me why, I'll say I love you",24
the beatles,please please me,Ask Me Why,6,And I'm always thinking of you,25
the beatles,please please me,Please Please Me,7,Last night I said these words to my girl,1
the beatles,please please me,Please Please Me,7,I know you never even try girl,2
the beatles,please please me,Please Please Me,7,Come on (Come on) Come on (Come on) Come on (Come on) Come on (Come on),3
the beatles,please please me,Please Please Me,7,"Please please me, whoa yeah, like I please you",4
the beatles,please please me,Please Please Me,7,"You don't need me to show the way, love",5
the beatles,please please me,Please Please Me,7,"Why do I always have to say, love",6
the beatles,please please me,Please Please Me,7,Come on (Come on) Come on (Come on) Come on (Come on) Come on (Come on),7
the beatles,please please me,Please Please Me,7,"Please please me, whoa yeah, like I please you?",8
the beatles,please please me,Please Please Me,7,I don't want to sound complaining,9
the beatles,please please me,Please Please Me,7,But you know there's always rain in my heart (in my heart),10
the beatles,please please me,Please Please Me,7,I do all the pleasing with you it's so hard to reason,11
the beatles,please please me,Please Please Me,7,"With you, whoa yeah, why do you make me blue?",12
the beatles,please please me,Please Please Me,7,Last night I said these words to my girl,13
the beatles,please please me,Please Please Me,7,I know you never even try girl,14
the beatles,please please me,Please Please Me,7,Come on (Come on) Come on (Come on) Come on (Come on) Come on (Come on),15
the beatles,please please me,Please Please Me,7,"Please, please me, whoa yeah, like I please you",16
the beatles,please please me,Please Please Me,7,"Me, whoa yeah, like I please you",17
the beatles,please please me,Please Please Me,7,"Me, whoa yeah, like I please you",18
the beatles,please please me,Please Please Me,7,"Me, whoa yeah, like I please you",19
the beatles,please please me,Love Me Do,8,"Love, love me do",1
the beatles,please please me,Love Me Do,8,You know I love you,2
the beatles,please please me,Love Me Do,8,I'll always be true,3
the beatles,please please me,Love Me Do,8,"So please, love me do",4
the beatles,please please me,Love Me Do,8,"Whoa, love me do",5
the beatles,please please me,Love Me Do,8,"Love, love me do",6
the beatles,please please me,Love Me Do,8,You know I love you,7
the beatles,please please me,Love Me Do,8,I'll always be true,8
the beatles,please please me,Love Me Do,8,"So please, love me do",9
the beatles,please please me,Love Me Do,8,"Whoa, love me do",10
the beatles,please please me,Love Me Do,8,Someone to love,11
the beatles,please please me,Love Me Do,8,Somebody new,12
the beatles,please please me,Love Me Do,8,Someone to love,13
the beatles,please please me,Love Me Do,8,Someone like you,14
the beatles,please please me,Love Me Do,8,"Love, love me do",15
the beatles,please please me,Love Me Do,8,You know I love you,16
the beatles,please please me,Love Me Do,8,I'll always be true,17
the beatles,please please me,Love Me Do,8,"So please, love me do",18
the beatles,please please me,Love Me Do,8,"Whoa, love me do",19
the beatles,please please me,Love Me Do,8,"Love, love me do",20
the beatles,please please me,Love Me Do,8,You know I love you,21
the beatles,please please me,Love Me Do,8,I'll always be true,22
the beatles,please please me,Love Me Do,8,"So please, love me do",23
the beatles,please please me,Love Me Do,8,"Whoa, love me do",24
the beatles,please please me,Love Me Do,8,"Yeah, love me do",25
the beatles,please please me,Love Me Do,8,"Whoa, oh, love me do",26
the beatles,please please me,Love Me Do,8,"Yeah, love me do",27
the beatles,please please me,Love Me Do,8,Why don't you love me do,28
the beatles,please please me,P.S. I Love You,9,As I write this letter,1
the beatles,please please me,P.S. I Love You,9,Send my love to you,2
the beatles,please please me,P.S. I Love You,9,Remember that I'll always,3
the beatles,please please me,P.S. I Love You,9,Be in love with you,4
the beatles,please please me,P.S. I Love You,9,Treasure these few words till we're together,5
the beatles,please please me,P.S. I Love You,9,Keep all my love forever,6
the beatles,please please me,P.S. I Love You,9,P.S. I love you,7
the beatles,please please me,P.S. I Love You,9,"You, you, you",8
the beatles,please please me,P.S. I Love You,9,"I'll be coming home again to you, love",9
the beatles,please please me,P.S. I Love You,9,"And till the day I do, love",10
the beatles,please please me,P.S. I Love You,9,P.S. I love you,11
the beatles,please please me,P.S. I Love You,9,"You, you, you",12
the beatles,please please me,P.S. I Love You,9,As I write this letter,13
the beatles,please please me,P.S. I Love You,9,Send my love to you,14
the beatles,please please me,P.S. I Love You,9,Remember that I'll always,15
the beatles,please please me,P.S. I Love You,9,Be in love with you,16
the beatles,please please me,P.S. I Love You,9,Treasure these few words till we're together,17
the beatles,please please me,P.S. I Love You,9,Keep all my love forever,18
the beatles,please please me,P.S. I Love You,9,P.S. I love you,19
the beatles,please please me,P.S. I Love You,9,"You, you, you",20
the beatles,please please me,P.S. I Love You,9,As I write this letter,21
the beatles,please please me,P.S. I Love You,9,Send my love to you,22
the beatles,please please me,P.S. I Love You,9,Remember that I'll always,23
the beatles,please please me,P.S. I Love You,9,Be in love with you,24
the beatles,please please me,P.S. I Love You,9,"I'll be coming home again to you, love",25
the beatles,please please me,P.S. I Love You,9,"And till the day I do, love",26
the beatles,please please me,P.S. I Love You,9,P.S. I love you,27
the beatles,please please me,P.S. I Love You,9,"You, you, you",28
the beatles,please please me,Baby It's You,10,Sha la la la la la la la,1
the beatles,please please me,Baby It's You,10,Sha la la la la la la la,2
the beatles,please please me,Baby It's You,10,Sha la la la la la la la,3
the beatles,please please me,Baby It's You,10,Sha la la la la,4
the beatles,please please me,Baby It's You,10,It's not the way you smile that touched my heart (sha la la la la),5
the beatles,please please me,Baby It's You,10,It's not the way you kiss that tears me apart,6
the beatles,please please me,Baby It's You,10,"Uh, oh, many, many, many nights go by",7
the beatles,please please me,Baby It's You,10,I sit alone at home and I cry over you,8
the beatles,please please me,Baby It's You,10,What can I do?,9
the beatles,please please me,Baby It's You,10,"Can't help myself, 'cause baby, it's you (sha la la la la la la)",10
the beatles,please please me,Baby It's You,10,"Baby, it's you (sha la la la la la la)",11
the beatles,please please me,Baby It's You,10,"You should hear what they say about you, ""cheat,"" ""cheat""",12
the beatles,please please me,Baby It's You,10,"They say, they say you never never never ever been true (cheat cheat)",13
the beatles,please please me,Baby It's You,10,Uh oh,14
the beatles,please please me,Baby It's You,10,It doesn't matter what they say,15
the beatles,please please me,Baby It's You,10,I know I'm going to love you any old way,16
the beatles,please please me,Baby It's You,10,"What can I do, and it's true",17
the beatles,please please me,Baby It's You,10,"Don't want nobody, nobody, 'cause baby, it's you (sha la la la la la la)",18
the beatles,please please me,Baby It's You,10,"Baby, it's you (sha la la la la la la)",19
the beatles,please please me,Baby It's You,10,Uh oh,20
the beatles,please please me,Baby It's You,10,It doesn't matter what they say,21
the beatles,please please me,Baby It's You,10,I know I'm gonna love you any old way,22
the beatles,please please me,Baby It's You,10,"What can I do, when it's true",23
the beatles,please please me,Baby It's You,10,"Don't want nobody, nobody, 'cause baby, it's you. (sha la la la la la la)",24
the beatles,please please me,Baby It's You,10,"Baby, it's you. (sha la la la la la la)",25
the beatles,please please me,Baby It's You,10,Don't leave me all alone,26
the beatles,please please me,Baby It's You,10,Come on home...,27
the beatles,please please me,Do You Want to Know a Secret,11,You'll never know how much I really love you,1
the beatles,please please me,Do You Want to Know a Secret,11,You'll never know how much I really care,2
the beatles,please please me,Do You Want to Know a Secret,11,Listen,3
the beatles,please please me,Do You Want to Know a Secret,11,Do you want to know a secret?,4
the beatles,please please me,Do You Want to Know a Secret,11,"Do you promise not to tell?, whoa oh, oh",5
the beatles,please please me,Do You Want to Know a Secret,11,Closer,6
the beatles,please please me,Do You Want to Know a Secret,11,Let me whisper in your ear,7
the beatles,please please me,Do You Want to Know a Secret,11,Say the words you long to hear,8
the beatles,please please me,Do You Want to Know a Secret,11,I'm in love with you,9
the beatles,please please me,Do You Want to Know a Secret,11,Listen,10
the beatles,please please me,Do You Want to Know a Secret,11,Do you want to know a secret?,11
the beatles,please please me,Do You Want to Know a Secret,11,"Do you promise not to tell?, whoa oh, oh",12
the beatles,please please me,Do You Want to Know a Secret,11,Closer,13
the beatles,please please me,Do You Want to Know a Secret,11,Let me whisper in your ear,14
the beatles,please please me,Do You Want to Know a Secret,11,Say the words you love to hear,15
the beatles,please please me,Do You Want to Know a Secret,11,I'm in love with you,16
the beatles,please please me,Do You Want to Know a Secret,11,I've known the secret for a week or two,17
the beatles,please please me,Do You Want to Know a Secret,11,"Nobody knows, just we two",18
the beatles,please please me,Do You Want to Know a Secret,11,Listen,19
the beatles,please please me,Do You Want to Know a Secret,11,Do you want to know a secret?,20
the beatles,please please me,Do You Want to Know a Secret,11,"Do you promise not to tell?, whoa oh, oh",21
the beatles,please please me,Do You Want to Know a Secret,11,Closer,22
the beatles,please please me,Do You Want to Know a Secret,11,Let me whisper in your ear,23
the beatles,please please me,Do You Want to Know a Secret,11,Say the words you love to hear,24
the beatles,please please me,Do You Want to Know a Secret,11,I'm in love with you,25
the beatles,please please me,A Taste of Honey,12,A taste of honey! Tasting much sweeter than wine,1
the beatles,please please me,A Taste of Honey,12,"I dream of your first kiss, and then",2
the beatles,please please me,A Taste of Honey,12,I feel upon my lips again,3
the beatles,please please me,A Taste of Honey,12,A taste of honey! Tasting much sweeter than wine,4
the beatles,please please me,A Taste of Honey,12,"I will return, yes I will return",5
the beatles,please please me,A Taste of Honey,12,I'll come back for the honey and you,6
the beatles,please please me,A Taste of Honey,12,Yours was the kiss that awoke my heart,7
the beatles,please please me,A Taste of Honey,12,"There lingers still, though we're far apart",8
the beatles,please please me,A Taste of Honey,12,That taste of honey! Tasting much sweeter than wine,9
the beatles,please please me,A Taste of Honey,12,"I will return, yes I will return",10
the beatles,please please me,A Taste of Honey,12,I'll come back (he'll come back) for the honey (for the honey) and you,11
the beatles,please please me,There's a Place,13,There is a place,1
the beatles,please please me,There's a Place,13,Where I can go,2
the beatles,please please me,There's a Place,13,When I feel low,3
the beatles,please please me,There's a Place,13,When I feel blue,4
the beatles,please please me,There's a Place,13,And it's my mind,5
the beatles,please please me,There's a Place,13,And there's no time when I'm alone,6
the beatles,please please me,There's a Place,13,I think of you,7
the beatles,please please me,There's a Place,13,And things you do,8
the beatles,please please me,There's a Place,13,Go round my head,9
the beatles,please please me,There's a Place,13,The things you said,10
the beatles,please please me,There's a Place,13,"Like ""I love only you.""",11
the beatles,please please me,There's a Place,13,In my mind there's no sorrow,12
the beatles,please please me,There's a Place,13,Don't you know that it's so,13
the beatles,please please me,There's a Place,13,There will be no sad tomorrow,14
the beatles,please please me,There's a Place,13,Don't you know that it's so,15
the beatles,please please me,There's a Place,13,There is a place,16
the beatles,please please me,There's a Place,13,Where I can go,17
the beatles,please please me,There's a Place,13,When I feel low,18
the beatles,please please me,There's a Place,13,When I feel blue,19
the beatles,please please me,There's a Place,13,And it's my mind,20
the beatles,please please me,There's a Place,13,And there's no time when I'm alone,21
the beatles,please please me,Twist and Shout,14,"Well, shake it up, baby, now (Shake it up, baby)",1
the beatles,please please me,Twist and Shout,14,Twist and shout (Twist and shout),2
the beatles,please please me,Twist and Shout,14,"C'mon C'mon, C'mon, C'mon, baby, now (Come on baby)",3
the beatles,please please me,Twist and Shout,14,Come on and work it on out (Work it on out),4
the beatles,please please me,Twist and Shout,14,"Well, work it on out, honey (Work it on out)",5
the beatles,please please me,Twist and Shout,14,You know you look so good (Look so good),6
the beatles,please please me,Twist and Shout,14,"You know you got me goin', now (Got me goin')",7
the beatles,please please me,Twist and Shout,14,Just like I knew you would (Like I knew you would),8
the beatles,please please me,Twist and Shout,14,"Well, shake it up, baby, now (Shake it up, baby)",9
the beatles,please please me,Twist and Shout,14,Twist and shout (Twist and shout),10
the beatles,please please me,Twist and Shout,14,"C'mon C'mon, C'mon, C'mon, baby, now (Come on baby)",11
the beatles,please please me,Twist and Shout,14,Come on and work it on out (Work it on out),12
the beatles,please please me,Twist and Shout,14,"You know you twist your little girl (Twist, little girl)",13
the beatles,please please me,Twist and Shout,14,You know you twist so fine (Twist so fine),14
the beatles,please please me,Twist and Shout,14,"Come on and twist a little closer, now (Twist a little closer)",15
the beatles,please please me,Twist and Shout,14,And let me know that you're mine (Let me know you're mine),16
the beatles,please please me,Twist and Shout,14,"Well, shake it up, baby, now (Shake it up, baby)",17
the beatles,please please me,Twist and Shout,14,Twist and shout (Twist and shout),18
the beatles,please please me,Twist and Shout,14,"C'mon C'mon, C'mon, C'mon, baby, now (Come on baby)",19
the beatles,please please me,Twist and Shout,14,Come on and work it on out (Work it on out),20
the beatles,please please me,Twist and Shout,14,"You know you twist your little girl (Twist, little girl)",21
the beatles,please please me,Twist and Shout,14,You know you twist so fine (Twist so fine),22
the beatles,please please me,Twist and Shout,14,"Come on and twist a little closer, now (Twist a little closer)",23
the beatles,please please me,Twist and Shout,14,And let me know that you're mine (Let me know you're mine),24
the beatles,please please me,Twist and Shout,14,"Well, shake it, shake it, shake it, baby, now (Shake it up baby)",25
the beatles,please please me,Twist and Shout,14,"Well, shake it, shake it, shake it, baby, now (Shake it up baby)",26
the beatles,please please me,Twist and Shout,14,"Well, shake it, shake it, shake it, baby, now (Shake it up baby)",27
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",1
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",2
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, till I belong to you",3
the beatles,with the beatles,It Won't Be Long,1,Every night when everybody has fun,4
the beatles,with the beatles,It Won't Be Long,1,Here am I sitting all on my own,5
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",6
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",7
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, till I belong to you",8
the beatles,with the beatles,It Won't Be Long,1,"Since you left me, I'm so alone",9
the beatles,with the beatles,It Won't Be Long,1,"Now you're coming, you're coming on home",10
the beatles,with the beatles,It Won't Be Long,1,I'll be good like I know I should,11
the beatles,with the beatles,It Won't Be Long,1,"You're coming home, you're coming home",12
the beatles,with the beatles,It Won't Be Long,1,Every night the tears come down from my eyes,13
the beatles,with the beatles,It Won't Be Long,1,Every day I've done nothing but cry,14
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",15
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",16
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, till I belong to you",17
the beatles,with the beatles,It Won't Be Long,1,"Since you left me, I'm so alone",18
the beatles,with the beatles,It Won't Be Long,1,"Now you're coming, you're coming on home",19
the beatles,with the beatles,It Won't Be Long,1,I'll be good like I know I should,20
the beatles,with the beatles,It Won't Be Long,1,"You're coming home, you're coming home",21
the beatles,with the beatles,It Won't Be Long,1,So every day we'll be happy I know,22
the beatles,with the beatles,It Won't Be Long,1,Now I know that you won't leave me no more,23
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",24
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, yeah, yeah",25
the beatles,with the beatles,It Won't Be Long,1,"It won't be long yeah, till I belong to you",26
the beatles,with the beatles,All I've Got to Do,2,Whenever I want you around yeah,1
the beatles,with the beatles,All I've Got to Do,2,All I got to do,2
the beatles,with the beatles,All I've Got to Do,2,Is call you on the phone,3
the beatles,with the beatles,All I've Got to Do,2,And you'll come running home,4
the beatles,with the beatles,All I've Got to Do,2,Yeah that's all I got to do,5
the beatles,with the beatles,All I've Got to Do,2,"And when I, I want to kiss you yeah",6
the beatles,with the beatles,All I've Got to Do,2,All I got to do,7
the beatles,with the beatles,All I've Got to Do,2,Is whisper in your ear,8
the beatles,with the beatles,All I've Got to Do,2,The words you long to hear,9
the beatles,with the beatles,All I've Got to Do,2,And I'll be kissin you,10
the beatles,with the beatles,All I've Got to Do,2,And the same goes for me,11
the beatles,with the beatles,All I've Got to Do,2,Whenever you want me at all,12
the beatles,with the beatles,All I've Got to Do,2,I'll be here yes I will,13
the beatles,with the beatles,All I've Got to Do,2,Whenever you call,14
the beatles,with the beatles,All I've Got to Do,2,"You just got to call on me, yeah",15
the beatles,with the beatles,All I've Got to Do,2,You just got to call on me,16
the beatles,with the beatles,All I've Got to Do,2,"And when I, I want to kiss you, yeah",17
the beatles,with the beatles,All I've Got to Do,2,All I got to do,18
the beatles,with the beatles,All I've Got to Do,2,Is call you on the phone,19
the beatles,with the beatles,All I've Got to Do,2,And you'll come runnin home,20
the beatles,with the beatles,All I've Got to Do,2,"Yeah, that's all I gotta do",21
the beatles,with the beatles,All I've Got to Do,2,And the same goes for me,22
the beatles,with the beatles,All I've Got to Do,2,Whenever you want me at all,23
the beatles,with the beatles,All I've Got to Do,2,I'll be here yes I will,24
the beatles,with the beatles,All I've Got to Do,2,Whenever you call,25
the beatles,with the beatles,All I've Got to Do,2,"You just got to call on me, yeah",26
the beatles,with the beatles,All I've Got to Do,2,You just got to call on me,27
the beatles,with the beatles,All My Loving,3,Close your eyes and I'll kiss you,1
the beatles,with the beatles,All My Loving,3,Tomorrow I'll miss you,2
