artist,album_title,track_title,track_n,lyric,line
the beatles,revolver,Got to Get You into My Life,13,"Ooh, then I suddenly see you",19
the beatles,revolver,Got to Get You into My Life,13,"Ooh, did I tell you I need you",20
the beatles,revolver,Got to Get You into My Life,13,Every single day of my life,21
the beatles,revolver,Got to Get You into My Life,13,Got to get you into my life,22
the beatles,revolver,Got to Get You into My Life,13,"I was alone, I took a ride",23
the beatles,revolver,Got to Get You into My Life,13,I didn't know what I would find there,24
the beatles,revolver,Got to Get You into My Life,13,Another road where maybe I could see another kind of mind there,25
the beatles,revolver,Got to Get You into My Life,13,"Ooh, then I suddenly see you",26
the beatles,revolver,Got to Get You into My Life,13,"Ooh, did I tell you I need you",27
the beatles,revolver,Got to Get You into My Life,13,Every single day of my life,28
the beatles,revolver,Tomorrow Never Knows,14,"Turn off your mind, relax and float downstream",1
the beatles,revolver,Tomorrow Never Knows,14,"It is not dying, it is not dying",2
the beatles,revolver,Tomorrow Never Knows,14,"Lay down all thoughts, surrender to the void",3
the beatles,revolver,Tomorrow Never Knows,14,"It is shining, it is shining",4
the beatles,revolver,Tomorrow Never Knows,14,That you may see the meaning of within,5
the beatles,revolver,Tomorrow Never Knows,14,"It is being, it is being",6
the beatles,revolver,Tomorrow Never Knows,14,That love is all and love is everyone,7
the beatles,revolver,Tomorrow Never Knows,14,"It is knowing, it is knowing",8
the beatles,revolver,Tomorrow Never Knows,14,That ignorance and hate may mourn the dead,9
the beatles,revolver,Tomorrow Never Knows,14,"It is believing, it is believing",10
the beatles,revolver,Tomorrow Never Knows,14,But listen to the colour of your dreams,11
the beatles,revolver,Tomorrow Never Knows,14,"It is not living, it is not living",12
the beatles,revolver,Tomorrow Never Knows,14,"Or play the game ""Existence"" to the end",13
the beatles,revolver,Tomorrow Never Knows,14,"Of the beginning, of the beginning",14
the beatles,revolver,Tomorrow Never Knows,14,"Of the beginning, of the beginning",15
the beatles,revolver,Tomorrow Never Knows,14,"Of the beginning, of the beginning",16
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,It was twenty years ago today,1
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,Sgt. Pepper taught the band to play,2
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,They've been going in and out of style,3
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,But they're guaranteed to raise a smile,4
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,So may I introduce to you,5
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,The act you've known for all these years,6
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,Sgt. Pepper's Lonely Hearts Club Band,7
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,We're Sgt. Pepper's Lonely Hearts Club Band,8
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,We hope you will enjoy the show,9
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,Sgt. Pepper's Lonely Hearts Club Band,10
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,Sit back and let the evening go,11
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,"Sgt. Pepper's Lonely, Sgt. Pepper's Lonely",12
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,Sgt. Pepper's Lonely Hearts Club Band,13
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,It's wonderful to be here,14
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,It's certainly a thrill,15
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,You're such a lovely audience,16
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,We'd like to take you home with us,17
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,We'd love to take you home,18
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,I don't really want to stop the show,19
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,But I thought you might like to know,20
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,That the singer's going to sing a song,21
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,And he wants you all to sing along,22
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,So let me introduce to you,23
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,The one and only Billy Shears,24
the beatles,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,1,And Sgt. Pepper's Lonely Hearts Club Band,25
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Billy Shears!,1
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,What would you think if I sang out of tune?,2
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Would you stand up and walk out on me?,3
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Lend me your ears and I'll sing you a song,4
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,And I'll try not to sing out of key,5
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Oh, I get by with a little help from my friends",6
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, I get high with a little help from my friends",7
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, gonna try with a little help from my friends",8
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,The Beatles,9
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,What do I do when my love is away?,10
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Does it worry you to be alone?,11
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,How do I feel by the end of the day?,12
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Are you sad because you're on your own?,13
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"No, I get by with a little help from my friends",14
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, get high with a little help from my friends",15
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, gonna try with a little help from my friends",16
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,The Beatles,17
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Do you need anybody?,18
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,I need somebody to love,19
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Could it be anybody?,20
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,I want somebody to love,21
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,The Beatles,22
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Would you believe in a love at first sight?,23
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Yes, I'm certain that it happens all the time",24
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,What do you see when you turn out the light?,25
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"I can't tell you, but I know it's mine",26
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Oh, I get by with a little help from my friends",27
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, get high with a little help from my friends",28
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Oh, I'm gonna try with a little help from my friends",29
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,The Beatles,30
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Do you need anybody?,31
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,I just need someone to love,32
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,Could it be anybody?,33
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,I want somebody to love,34
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Oh, I get by with a little help from my friends",35
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Mm, gonna try with a little help from my friends",36
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Oh, I get high with a little help from my friends",37
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,"Yes, I get by with a little help from my friends",38
the beatles,sgt pepper's lonely hearts club band,With a Little Help from My Friends,2,With a little help from my friends,39
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Picture yourself in a boat on a river,1
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,With tangerine trees and marmalade skies,2
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,"Somebody calls you, you answer quite slowly",3
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,A girl with kaleidoscope eyes,4
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Cellophane flowers of yellow and green,5
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Towering over your head,6
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Look for the girl with the sun in her eyes,7
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,And she's gone,8
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,9
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,10
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,11
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Ahh,12
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Follow her down to a bridge by a fountain,13
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Where rocking horse people eat marshmallow pies,14
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Everyone smiles as you drift past the flowers,15
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,That grow so incredibly high,16
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Newspaper taxis appear on the shore,17
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Waiting to take you away,18
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Climb in the back with your head in the clouds,19
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,And you're gone,20
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,21
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,22
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,23
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Ahh,24
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Picture yourself on a train in a station,25
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,With plasticine porters with looking glass ties,26
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Suddenly someone is there at the turnstile,27
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,The girl with kaleidoscope eyes,28
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,29
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,30
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,31
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Ahh,32
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,33
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,34
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,35
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Ahh,36
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,37
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,38
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Lucy in the sky with diamonds,39
the beatles,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,3,Ahh,40
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better all the time,1
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"I used to get mad at my school (No, I can't complain)",2
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"The teachers who taught me weren't cool (No, I can't complain)",3
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,You're holding me down,4
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Turning me round,5
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Filling me up with your rules,6
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I've got to admit it's getting better (Better),7
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's a little better all the time (It can't get no worse),8
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I have to admit it's getting better (better),9
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better,10
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Since you've been mine,11
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Me used to be a angry young man,12
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Me hiding me head in the sand,13
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"You gave me the word, I finally heard",14
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I'm doing the best that I can,15
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I've got to admit it's getting better (Better),16
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's a little better all the time (It can't get no worse),17
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I have to admit it's getting better (better),18
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better,19
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Since you've been mine,20
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Getting so much better all the time!,21
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better all the time,22
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"Better, better, better",23
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better all the time,24
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"Better, better, better",25
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I used to be cruel to my woman,26
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I beat her and kept her apart from the things that she loved,27
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"Man, I was mean but I'm changing my scene",28
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,And I'm doing the best that I can (ooh),29
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I've got to admit it's getting better (Better),30
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's a little better all the time (It can't get no worse),31
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,I have to admit it's getting better (better),32
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better,33
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Since you've been mine,34
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Getting so much better all the time!,35
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better all the time,36
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"Better, better, better",37
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,It's getting better all the time,38
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,"Better, better, better",39
the beatles,sgt pepper's lonely hearts club band,Getting Better,4,Getting so much better all the time!,40
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm fixing a hole where the rain gets in,1
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And stops my mind from wandering,2
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where it will go,3
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm filling the cracks that ran through the door,4
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And kept my mind from wandering,5
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where it will go,6
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And it really doesn't matter if I'm wrong,7
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm right,8
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where I belong I'm right,9
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where I belong,10
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,See the people standing there who disagree and never win,11
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And wonder why they don't get in my door,12
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm painting the room in a colorful way,13
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And when my mind is wandering,14
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,There I will go,15
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And it really doesn't matter if,16
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm wrong I'm right,17
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where I belong I'm right,18
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where I belong,19
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Silly people run around they worry me,20
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And never ask me why they don't get past my door,21
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm taking the time for a number of things,22
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,That weren't important yesterday,23
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And I still go,24
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,I'm fixing a hole where the rain gets in,25
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,And stops my mind from wandering,26
the beatles,sgt pepper's lonely hearts club band,Fixing a Hole,5,Where it will go,27
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Wednesday morning at five o'clock as the day begins,1
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Silently closing her bedroom door,2
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Leaving the note that she hoped would say more,3
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She goes down the stairs to the kitchen clutching her handkerchief,4
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Quietly turning the backdoor key,5
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Stepping outside she is free,6
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She (We gave her most of our lives),7
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Is leaving (Sacrificed most of our lives),8
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Home (,9
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,We gave her everything money could buy,10
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She's leaving home after living alone (Bye-bye),11
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,For so many years,12
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Father snores as his wife gets into her dressing gown,13
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Picks up the letter that's lying there,14
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Standing alone at the top of the stairs,15
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She breaks down and cries to her husband Daddy our baby's gone,16
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Why would she treat us so thoughtlessly,17
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,How could she do this to me,18
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She (We never thought of ourselves),19
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Is leaving (Never a thought for ourselves),20
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Home (We struggled hard all our lives to get by),21
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She's leaving home after living alone,22
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,For so many years (Bye Bye),23
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Friday morning at nine o'clock she is far away,24
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Waiting to keep the appointment she made,25
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Meeting a man from the motor trade,26
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,She (What did we do that was wrong),27
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Is having (We didn't know it was wrong),28
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Fun (Fun is the one thing that money can't buy),29
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,Something inside that was always denied,30
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,For so many years,31
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6, (Bye Bye),32
the beatles,sgt pepper's lonely hearts club band,She's Leaving Home,6,"She's leaving home Bye, bye",33
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,For the benefit of Mr. Kite,1
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,There will be a show tonight on trampoline,2
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,The Hendersons will all be there,3
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,"Late of Pablo Fanque's Fair, what a scene",4
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Over men and horses hoops and garters,5
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Lastly through a hogshead of real fire!,6
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,In his way Mr. K. will challenge the world!,7
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,The celebrated Mr. K,8
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Performs his feat on Saturday at Bishopsgate,9
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,The Hendersons will dance and sing,10
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,As Mr. Kite flies through the ring don't be late,11
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Messrs. K. and H. assure the public,12
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Their production will be second to none,13
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,And of course Henry The Horse dances the waltz!,14
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,The band begins at ten to six,15
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,When Mr. K. performs his tricks without a sound,16
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,And Mr. H. will demonstrate,17
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Ten somersets he'll undertake on solid ground,18
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,Having been some days in preparation,19
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,A splendid time is guaranteed for all,20
the beatles,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,7,And tonight Mr. Kite is topping the bill,21
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,We were talking about the space between us all,1
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,And the people who hide themselves behind a wall of illusion,2
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,Never glimpse the truth,3
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,Then it's far too late when they pass away,4
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,We were talking about the love we all could share,5
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,When we find it to try our best to hold it there with our love,6
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,"With our love, we could save the world, if they only knew",7
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,Try to realise it's all within yourself,8
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,No one else can make you change,9
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,And to see you're really only very small,10
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,And life flows on within you and without you,11
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,We were talking about the love that's gone so cold,12
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,And the people ,13
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,who gain the world and lose their soul,14
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,"They don't know, they can't see, are you one of them?",15
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,When you've seen beyond yourself then you may find,16
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,Peace of mind is waiting there,17
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,And the time will come when you see,18
the beatles,sgt pepper's lonely hearts club band,Within You Without You,8,"We're all one, and life flows on within you and without you",19
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,When I get older losing my hair,1
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,Many years from now,2
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,Will you still be sending me a valentine,3
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,"Birthday greetings, bottle of wine?",4
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,If I'd been out till quarter to three,5
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,Would you lock the door,6
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,"Will you still need me, will you still feed me",7
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,When I'm sixty-four?,8
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,You'll be older too,9
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,And if you say the word,10
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,I could stay with you,11
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,I could be handy mending a fuse,12
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,When your lights have gone,13
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,You can knit a sweater by the fireside,14
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,Sunday mornings go for a ride,15
the beatles,sgt pepper's lonely hearts club band,When I'm Sixty-Four,9,"Doing the garden, digging the weeds",16
